age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,response,predicted_probability,predicted_response
53,technician,married,professional.course,no,no,cellular,sep,tue,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.9003468647900409,1
66,admin.,married,Tertiary_Education,no,no,cellular,sep,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,0,0.8955212499173758,1
69,unknown,married,Tertiary_Education,yes,yes,cellular,sep,tue,2,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.8958596038737501,1
47,admin.,divorced,Secondary_Education,yes,no,cellular,sep,tue,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.8942793515015307,1
70,admin.,married,Primary_Education,no,no,cellular,sep,tue,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.8989600452986123,1
38,admin.,single,Tertiary_Education,yes,no,cellular,sep,wed,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.768,5017.5,1,0.9109170791483153,1
31,self-employed,married,Tertiary_Education,no,no,cellular,sep,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,0,0.8852054669058548,1
31,self-employed,married,Tertiary_Education,no,no,cellular,sep,wed,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.768,5017.5,1,0.9010708691817955,1
49,unemployed,married,Secondary_Education,no,no,cellular,sep,wed,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.768,5017.5,0,0.8421804876613501,1
49,unemployed,married,Secondary_Education,yes,no,cellular,sep,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,0,0.8691787015299415,1
32,technician,married,Tertiary_Education,no,no,telephone,sep,wed,3,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,0,0.7938180493628395,1
49,unemployed,married,Secondary_Education,no,no,cellular,sep,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,1,0.8736669314225786,1
49,unemployed,married,Secondary_Education,no,no,cellular,sep,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,1,0.8736669314225786,1
60,retired,divorced,Secondary_Education,no,no,cellular,sep,wed,2,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.768,5017.5,0,0.8421063483451641,1
51,unemployed,married,Secondary_Education,yes,no,cellular,sep,wed,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,0,0.86451002097328,1
32,technician,married,Tertiary_Education,no,no,cellular,sep,wed,3,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,0,0.8779472947985923,1
50,blue-collar,married,Primary_Education,yes,no,cellular,sep,wed,3,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.768,5017.5,0,0.8121531671316187,1
63,retired,married,professional.course,no,no,telephone,sep,wed,3,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.768,5017.5,0,0.7449174059024678,1
43,self-employed,married,Secondary_Education,yes,no,cellular,sep,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,0,0.8681428200827613,1
36,admin.,married,Secondary_Education,yes,no,cellular,sep,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,0,0.8736819383194993,1
36,admin.,married,Secondary_Education,no,no,cellular,sep,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,1,0.878037349721985,1
46,self-employed,divorced,Secondary_Education,no,no,cellular,sep,fri,2,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.762,5017.5,1,0.8170323688551311,1
56,unemployed,married,professional.course,no,no,cellular,sep,fri,3,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.762,5017.5,1,0.8763866402350692,1
52,admin.,married,Tertiary_Education,no,no,cellular,sep,fri,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.762,5017.5,1,0.8744995878093883,1
56,unemployed,married,professional.course,no,no,cellular,sep,fri,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.762,5017.5,0,0.8342338711588817,1
37,technician,married,Tertiary_Education,yes,no,telephone,sep,tue,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.755,5017.5,1,0.8316351851002869,1
39,services,married,Secondary_Education,no,no,cellular,sep,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.755,5017.5,1,0.8715008769177455,1
60,self-employed,divorced,Tertiary_Education,no,no,cellular,sep,tue,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.755,5017.5,1,0.905560947013207,1
47,admin.,divorced,Secondary_Education,yes,no,cellular,sep,tue,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.755,5017.5,0,0.8471409371285479,1
44,technician,married,professional.course,yes,no,cellular,sep,tue,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.755,5017.5,1,0.8965176547264783,1
22,services,single,professional.course,yes,yes,cellular,sep,tue,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.755,5017.5,1,0.8964415467960499,1
22,services,single,professional.course,yes,yes,cellular,sep,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.755,5017.5,1,0.8799326596091914,1
50,technician,married,Tertiary_Education,yes,yes,cellular,sep,wed,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.749,5017.5,0,0.8758464473170754,1
63,housemaid,married,Primary_Education,yes,no,cellular,sep,wed,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.749,5017.5,1,0.8876424818794536,1
35,technician,married,Tertiary_Education,yes,yes,cellular,sep,thu,3,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.743,5017.5,0,0.8709235398092064,1
60,retired,divorced,professional.course,yes,no,cellular,sep,thu,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.743,5017.5,0,0.8514059536161068,1
60,retired,divorced,professional.course,yes,yes,cellular,sep,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.743,5017.5,0,0.8776966045462515,1
33,technician,single,Primary_Education,no,no,cellular,sep,fri,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.8656418009814107,1
54,blue-collar,married,Primary_Education,no,no,cellular,sep,fri,2,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.741,5017.5,0,0.8065609839189513,1
53,admin.,divorced,Tertiary_Education,yes,yes,cellular,sep,fri,2,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.741,5017.5,0,0.8336152826135416,1
61,management,married,Tertiary_Education,yes,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.8684382387586727,1
70,retired,married,Secondary_Education,yes,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.86069307770517,1
61,management,married,Tertiary_Education,no,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.8729481591202605,1
70,retired,divorced,Tertiary_Education,yes,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,1,0.8752915529420889,1
68,retired,single,Tertiary_Education,yes,no,cellular,sep,fri,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.741,5017.5,0,0.9015081223765751,1
70,retired,divorced,Tertiary_Education,no,no,cellular,sep,fri,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.8751329365846162,1
68,retired,single,Tertiary_Education,yes,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.8857039482858914,1
33,technician,single,Primary_Education,yes,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.8658106250730578,1
45,admin.,married,Tertiary_Education,yes,no,cellular,sep,fri,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.741,5017.5,0,0.8434155227480364,1
53,blue-collar,married,Primary_Education,yes,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.8439574897419095,1
62,self-employed,married,Tertiary_Education,no,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.8742635042176515,1
62,self-employed,married,Tertiary_Education,yes,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.8697933100391914,1
70,retired,married,Primary_Education,yes,no,cellular,sep,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,1,0.8603584186118176,1
68,retired,single,Tertiary_Education,no,no,cellular,sep,mon,2,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.739,5017.5,0,0.854526150589821,1
30,admin.,married,Tertiary_Education,no,no,cellular,sep,mon,2,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.739,5017.5,1,0.8893219599362537,1
68,retired,single,Tertiary_Education,yes,no,telephone,sep,mon,3,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.739,5017.5,0,0.7897091875174747,1
43,services,married,Primary_Education,no,no,cellular,sep,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.75,5017.5,0,0.8715336804914362,1
43,services,married,Primary_Education,no,no,cellular,sep,tue,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.75,5017.5,1,0.8396131637853942,1
43,services,married,Primary_Education,yes,no,cellular,sep,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.75,5017.5,0,0.8669812016498665,1
30,unemployed,single,Secondary_Education,yes,no,cellular,sep,tue,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.75,5017.5,0,0.853390629645129,1
70,housemaid,divorced,Primary_Education,no,no,cellular,sep,tue,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.75,5017.5,0,0.8479048662286616,1
70,housemaid,divorced,Primary_Education,yes,no,cellular,sep,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.75,5017.5,0,0.8740702381647444,1
56,management,divorced,Tertiary_Education,no,no,cellular,sep,tue,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.75,5017.5,1,0.8608433826840416,1
37,housemaid,divorced,Secondary_Education,no,no,cellular,sep,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.753,5017.5,0,0.8729876734602647,1
61,retired,married,Secondary_Education,yes,no,cellular,sep,wed,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.753,5017.5,1,0.8914461648647297,1
35,technician,married,professional.course,yes,no,cellular,sep,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.753,5017.5,0,0.8758457478657163,1
55,unemployed,married,Tertiary_Education,yes,yes,cellular,sep,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.753,5017.5,0,0.8801871998723745,1
35,admin.,married,Tertiary_Education,yes,no,telephone,sep,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.379,-29.8,0.753,5017.5,1,0.8077670876300612,1
37,unknown,single,Tertiary_Education,yes,yes,cellular,sep,wed,1,contacted_first_time,less_than_3_times,failure,-3.4,92.379,-29.8,0.753,5017.5,0,0.8603961900713811,1
37,unknown,single,Tertiary_Education,no,no,cellular,sep,wed,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.379,-29.8,0.753,5017.5,0,0.9103972191168052,1
50,management,married,Tertiary_Education,yes,no,cellular,oct,thu,2,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.754,5017.5,1,0.9062945524402167,1
37,admin.,single,Tertiary_Education,yes,no,cellular,oct,thu,3,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,1,0.901829295493185,1
59,technician,single,Primary_Education,no,no,cellular,oct,thu,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.8723482866732207,1
31,admin.,married,Tertiary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.9001150189461765,1
35,admin.,married,Secondary_Education,yes,no,cellular,oct,thu,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.754,5017.5,1,0.9036619399517078,1
35,admin.,married,Secondary_Education,no,no,cellular,oct,thu,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.754,5017.5,0,0.9070935720925798,1
36,admin.,married,Tertiary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.9003534621650637,1
69,retired,married,Tertiary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.9013134727975023,1
65,admin.,married,Tertiary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.9017264722139521,1
49,technician,divorced,unknown,no,no,cellular,oct,thu,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.8684489850652266,1
49,technician,divorced,unknown,no,no,cellular,oct,thu,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.8684489850652266,1
49,technician,divorced,unknown,yes,no,cellular,oct,thu,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.754,5017.5,0,0.9066154578936501,1
70,retired,married,Primary_Education,yes,no,telephone,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.8109307708164146,1
32,admin.,married,Tertiary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.900162748134621,1
50,management,married,Tertiary_Education,yes,no,telephone,oct,thu,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.7790163928532156,1
70,retired,married,Primary_Education,no,no,cellular,oct,thu,2,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.860616561895693,1
29,admin.,single,Tertiary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.9085864255450389,1
51,technician,married,professional.course,yes,no,cellular,oct,thu,6,contacted_in_first_10_days,less_than_3_times,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.8619028663770665,1
49,technician,divorced,unknown,yes,yes,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.8881893769140851,1
23,unemployed,single,Primary_Education,yes,no,cellular,oct,thu,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.754,5017.5,1,0.9076754286912516,1
38,admin.,married,Secondary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.859898290232392,1
70,retired,married,Primary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.754,5017.5,1,0.8607906848664861,1
26,technician,single,Tertiary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.9050691739837596,1
54,management,divorced,Tertiary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0,0.8952307766576393,1
70,retired,divorced,Primary_Education,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,1,0.8889527538036561,1
70,retired,married,professional.course,yes,no,cellular,oct,fri,2,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.752,5017.5,1,0.8949180175599344,1
28,unemployed,single,Primary_Education,yes,yes,cellular,oct,fri,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.752,5017.5,0,0.8764334475972997,1
63,retired,married,Primary_Education,yes,no,cellular,oct,fri,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.752,5017.5,0,0.8707201622012849,1
28,unemployed,single,Primary_Education,yes,no,cellular,oct,fri,2,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.752,5017.5,0,0.8926578337586054,1
70,retired,married,Primary_Education,no,no,cellular,oct,fri,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.752,5017.5,0,0.875568613950971,1
70,retired,married,Tertiary_Education,yes,no,cellular,oct,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,1,0.9042266292811068,1
45,blue-collar,married,professional.course,no,no,cellular,oct,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.8893100643732754,1
68,retired,married,Secondary_Education,yes,no,cellular,oct,tue,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.744,5017.5,0,0.8648602804064409,1
37,housemaid,single,Tertiary_Education,yes,no,cellular,oct,tue,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.744,5017.5,0,0.8838738726710558,1
43,management,single,Tertiary_Education,yes,no,cellular,oct,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.9065495740629052,1
43,management,single,Tertiary_Education,no,no,cellular,oct,tue,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.744,5017.5,0,0.8862544771208339,1
69,retired,divorced,professional.course,no,no,cellular,oct,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,1,0.9017397898124286,1
70,retired,married,Tertiary_Education,yes,yes,cellular,oct,tue,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.744,5017.5,0,0.8756373727882855,1
70,retired,married,Tertiary_Education,yes,no,cellular,oct,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.9042266292811068,1
70,retired,divorced,Primary_Education,no,no,cellular,oct,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.8959309696019151,1
65,retired,married,Secondary_Education,yes,no,cellular,oct,tue,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,1,0.8881902993781006,1
70,retired,divorced,Primary_Education,no,no,cellular,oct,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.8959309696019151,1
41,technician,married,professional.course,yes,no,cellular,oct,tue,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.8897333518191135,1
27,admin.,married,Secondary_Education,no,no,cellular,oct,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.8947833796558375,1
56,unknown,married,Primary_Education,yes,no,cellular,oct,tue,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.8873863902162045,1
56,unknown,married,Primary_Education,no,no,cellular,oct,tue,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.744,5017.5,1,0.9064367080083213,1
37,housemaid,single,Tertiary_Education,no,no,cellular,oct,tue,3,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,1,0.9042968978116686,1
36,admin.,married,Tertiary_Education,yes,no,cellular,oct,wed,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.74,5017.5,0,0.8744396737467168,1
63,retired,married,Secondary_Education,yes,no,cellular,oct,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.8888505326001932,1
30,unemployed,single,Secondary_Education,yes,yes,cellular,oct,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.8899608777025192,1
50,unknown,married,unknown,no,no,cellular,oct,wed,1,contacted_in_first_10_days,less_than_3_times,failure,-3.4,92.431,-26.9,0.74,5017.5,1,0.888428644196777,1
35,admin.,married,Tertiary_Education,no,no,cellular,oct,wed,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.74,5017.5,1,0.8787160064403541,1
70,retired,divorced,Primary_Education,unknown,unknown,cellular,oct,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.8887638071302236,1
48,management,married,Tertiary_Education,yes,yes,cellular,oct,wed,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.887594875612023,1
34,self-employed,married,Tertiary_Education,no,no,cellular,oct,wed,1,contacted_in_first_10_days,less_than_3_times,failure,-3.4,92.431,-26.9,0.74,5017.5,1,0.8930809729829613,1
58,technician,married,Primary_Education,no,yes,cellular,oct,wed,2,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.74,5017.5,0,0.8976413346518917,1
38,admin.,married,Tertiary_Education,yes,no,cellular,oct,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.9003477130944229,1
60,admin.,married,unknown,yes,no,cellular,oct,wed,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.74,5017.5,1,0.8691003519587742,1
48,management,married,Tertiary_Education,no,no,cellular,oct,wed,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.74,5017.5,1,0.9128224209749821,1
48,management,married,Tertiary_Education,yes,no,cellular,oct,wed,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.74,5017.5,1,0.867931713113949,1
48,management,married,Tertiary_Education,no,no,cellular,oct,wed,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.74,5017.5,0,0.8724564469923227,1
35,technician,married,Tertiary_Education,yes,no,telephone,oct,wed,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.8165145439405287,1
38,admin.,married,Tertiary_Education,no,no,cellular,oct,wed,2,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.74,5017.5,0,0.8743968077925378,1
58,technician,married,Primary_Education,yes,no,telephone,oct,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.804601684842668,1
53,admin.,married,unknown,yes,no,cellular,oct,wed,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.8915848360627023,1
58,technician,married,Primary_Education,yes,no,cellular,oct,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.8849684539385246,1
32,admin.,married,Tertiary_Education,yes,yes,cellular,oct,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.8969511500609807,1
63,retired,married,Secondary_Education,no,no,cellular,oct,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,1,0.8927471394890482,1
63,retired,married,Secondary_Education,no,no,cellular,oct,wed,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.8927471394890482,1
41,technician,married,professional.course,no,no,cellular,oct,thu,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0.8906999430729948,1
48,admin.,married,Secondary_Education,no,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0.8929792335879508,1
69,technician,married,professional.course,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0.8922786287375973,1
42,management,divorced,unknown,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0.8890354171276058,1
42,management,divorced,unknown,yes,no,telephone,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0.8109028938766033,1
42,management,divorced,unknown,no,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0.8929263232421537,1
70,retired,divorced,unknown,no,no,cellular,oct,thu,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0.8958499371411903,1
54,management,divorced,Tertiary_Education,yes,no,cellular,oct,thu,2,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.741,5017.5,1,0.9065992936578273,1
36,technician,married,professional.course,no,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,1,0.8944259036431602,1
37,management,single,Primary_Education,no,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,1,0.8954434761015723,1
69,technician,married,professional.course,yes,no,cellular,oct,thu,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.741,5017.5,0,0.8922786287375973,1
42,management,single,Tertiary_Education,no,no,cellular,oct,fri,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,1,0.8919444577125845,1
29,unemployed,divorced,Secondary_Education,no,no,cellular,oct,mon,2,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,0,0.8676078320244384,1
59,technician,married,Tertiary_Education,no,no,cellular,oct,mon,1,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.743,5017.5,0,0.8594352973251111,1
42,management,single,Tertiary_Education,yes,no,cellular,oct,mon,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,1,0.8904626260022606,1
42,management,single,Tertiary_Education,no,no,cellular,oct,mon,1,contacted_in_first_10_days,less_than_3_times,success,-3.4,92.431,-26.9,0.743,5017.5,0,0.9090458898379105,1
59,technician,married,Tertiary_Education,yes,no,cellular,oct,mon,3,contacted_first_time,less_than_3_times,failure,-3.4,92.431,-26.9,0.743,5017.5,1,0.8438977726431294,1
42,management,single,Tertiary_Education,yes,no,cellular,oct,mon,1,contacted_first_time,never_contacted,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,1,0.8904626260022606,1
